topic_id,topic_name,size
60,60_yemen_humanitarian_houthis_yemeni,132
61,61_radio_bbc_licence_premier,132
62,62_tax_avoidance_profits_evasion,130
63,63_saudi_arabia_human_badawi,130
64,64_disabled_disability_disabilities_employment,129
65,65_deficit_chancellor_budget_debt,128
66,66_pleasure_chairmanship_serve_member,127
67,67_schools_school_academy_academies,126
68,68_dairy_farmers_milk_adjudicator,118
69,69_fifa_football_cup_blatter,115
70,70_air_pollution_emission_nitrogen,114
71,71_sanctions_sanctioned_claimants_sanction,113
72,72_blood_hepatitis_contaminated_infected,113
73,73_english_mps_votes_welsh,112
74,74_reserve_reservists_reserves_army,111
75,75_calais_french_border_lorries,111
76,76_sport_sports_participation_games,109
77,77_give_gentleman_way_right,107
78,78_hospital_nhs_hospitals_trust,106
79,79_gps_gp_practice_surgeries,105
80,80_universal_credit_rollout_jobcentres,102
81,81_ombudsman_complaints_complaint_commissioner,101
82,82_ambulance_hospital_ambulances_emergency,101
83,83_cannabis_drugs_substances_drug,99
84,84_departmental_responsibilities_statement_make,98
85,85_give_way_friend_hon,97
86,86_legal_aid_justice_charge,95
87,87_parking_car_charges_park,94
88,88_burma_burmese_rohingya_rakhine,94
89,89_give_way_iar_heileanan,93
90,90_bees_pesticides_neonics_pollinators,92
91,91_friend_point_makes_hon,92
92,92_animals_pet_pets_exotic,91
93,93_homelessness_homeless_rough_sleeping,91
94,94_slavery_modern_victims_trafficking,90
95,95_lords_house_commons_committee,90
96,96_charities_charity_trustees_fundraising,90
97,97_nan_pan_wendy_peter,90
98,98_teachers_teaching_teacher_profession,89
99,99_gibraltar_spain_spanish_incursions,88
100,100_tourism_vat_attractions_tourist,88
101,101_party_labour_conservative_gentleman,86
102,102_students_student_fees_education,86
103,103_adoption_adopters_children_agencies,85
104,104_cap_welfare_benefits_households,85
105,105_tickets_ticket_ticketing_secondary,84
106,106_assisted_dying_palliative_suicide,84
107,107_coal_restoration_mining_opencast,83
108,108_sugar_obesity_drinks_sugary,83
109,109_ancient_woodland_woodlands_trees,82
110,110_medical_treatments_innovation_database,82
111,111_apd_airports_passenger_airport,80
112,112_backbench_business_leader_committee,79
113,113_ebola_sierra_leone_pauline,79
114,114_nurses_nhs_doctors_nurse,78
115,115_arts_museums_culture_film,77
116,116_sri_lanka_tamil_lankan,77
117,117_oil_gas_sea_industry,76
118,118_pip_claimants_assessment_dwp,76
119,119_bishops_church_bishop_lords,75
120,120_petition_residents_holderness_beverley,75
121,121_funding_formula_schools_pupil,74
122,122_productivity_growth_g7_output,73
123,123_mitochondrial_techniques_dna_hfea,72
124,124_stem_maths_engineering_subjects,72
125,125_defence_nato_gdp_spending,71
126,126_give_state_secretary_way,71
127,127_suicide_prevention_men_suicides,68
128,128_slaughter_animal_meat_animals,66
129,129_petition_petitioners_urges_declares,66
130,130_road_junction_highways_m56,66
131,131_tibet_chinese_china_tibetan,65
132,132_fees_tribunal_claims_conciliation,65
133,133_dissent_indicated_repudiate_,63
134,134_holocaust_srebrenica_bosnia_genocide,63
135,135_bank_green_investment_capital,62
136,136_intervention_intervene_interventions_take,62
137,137_speaker_order_mr_point,61
138,138_rugby_cup_tournament_game,61
139,139_data_publish_statistics_publication,60
140,140_credits_wage_tax_living,60
141,141_cardiff_welsh_wales_city,59
142,142_assent_indicated__,59
143,143_cyprus_turkish_famagusta_cypriots,59
144,144_hmrc_hmrcs_offices_staff,59
145,145_inquiry_chilcot_report_john,57
146,146_autism_sight_ccg_hull,57
147,147_food_banks_bank_trussell,57
148,148_veterans_covenant_pension_armed,56
149,149_tolls_severn_wales_bridge,56
150,150_mesothelioma_asbestos_compensation_veterans,56
151,151_deputy_madam_speaker_mr,56
152,152_falkland_islands_islanders_argentina,56
153,153_smoking_tobacco_packaging_smokers,55
154,154_nuisance_calls_phone_marketing,55
155,155_nigeria_boko_haram_nigerian,54
156,156_give_way_friend_right,54
157,157_libya_libyan_unity_gaddafi,52
158,158_coroners_coroner_inquest_death,51
159,159_pension_age_women_pensions,50
160,160_paragraph_shall_proceedings_legislative,50
161,161_taxi_hire_drivers_uber,50
162,162_riots_riot_1886_insurance,50
163,163_brownfield_sites_land_pendle,49
164,164_european_europe_eu_union,49
165,165_wales_welsh_chester_deeside,49
166,166_ormond_charity_charities_hospital,48
167,167_fgm_genital_mutilation_girls,48
168,168_nuclear_hinkley_power_electricity,48
169,169_christians_religious_freedom_religion,47
170,170_cybersecurity_cyber_cyberattack_cyberinsurance,47
171,171_goals_development_sustainable_millennium,47
172,172_home_inquiry_secretary_judicial,47
173,173_cadet_cadets_units_air,45
174,174_hs2_phase_journey_crewe,45
175,175_tidal_lagoon_swansea_lagoons,45
176,176_vat_increase_ruled_1800,45
177,177_health_whistleblowers_whistleblower_secretary,45
178,178_growth_fund_alstom_enterprise,44
179,179_powerhouse_northern_north_northwest,44
180,180_babies_neonatal_premature_stillbirth,44
181,181_pubs_pub_acv_community,43
182,182_bangladesh_bangladeshs_bangladeshi_rana,43
183,183_nmc_midwives_fee_nurses,43
184,184_headtohead_prime_broadcasters_debates,42
185,185_church_commissioners_churches_anglican,42
186,186_apprenticeships_apprenticeship_apprentices_colleges,42
187,187_drones_drone_aircraft_unmanned,41
188,188_hsbc_hmrc_evasion_avoidance,40
189,189_marriage_divorce_certificate_certificates,40
190,190_hedgehog_hedgehogs_badgers_badger,40
191,191_isds_ttip_trade_regulatory,40
192,192_burundi_arms_africa_burundian,39
193,193_give_gentleman_way_bursts,39
194,194_give_point_gentleman_way,39
195,195_glasgow_falkirk_constituency_scotland,38
196,196_digital_digitising_websites_copycat,38
197,197_food_waste_supermarkets_redistribution,37
198,198_enniskillena_œtry_reeves_ballymena,36
199,199_sanitary_products_tampons_vat,36
200,200_rates_business_review_businesses,36
201,201_pakistan_kashmir_pakistani_peshawar,36
202,202_malaria_diseases_tropical_ntds,36
203,203_give_way_friend_duet,36
204,204_sergeant_blackman_armed_blackmans,35
205,205_air_shoreham_condolences_families,35
206,206_outdoor_recreation_outdoors_sport,35
207,207_madam_deputy_speaker_jobbery,35
208,208_exports_export_trade_ukti,35
209,209_science_research_innovation_investment,34
210,210_epilepsy_seizures_sudep_condition,34
211,211_tribunal_equal_tribunals_pay,34
212,212_sixthform_colleges_sixth_vat,34
213,213_students_universities_study_university,34
214,214_beg_read_second_move,34
215,215_dementia_dementiafriendly_alzheimers_diagnosis,34
216,216_doctrine_wilson_communications_parliamentarians,34
217,217_lords_constitutional_constitution_house,33
218,218_ofsted_inspection_schools_inspections,33
219,219_referendum_elections_separate_day,33
220,220_leader_house_procedure_orders,33
221,221_care_social_adult_nhs,33
222,222_abortion_abortions_sexselective_clause,33
223,223_sharm_elsheikh_egyptian_airports,32
224,224_hectare_farmers_farms_agricultural,32
225,225_hate_antisemitic_crime_crimes,32
226,226_aerospace_rollsroyce_partnership_pendle,32
227,227_aid_07_conflict_africa,32
228,228_yes_yep_generically_thank,31
229,229_cycling_walking_cycle_strategy,31
230,230_claims_injury_fraudulent_whiplash,31
231,231_farmers_rpa_payments_mapping,31
232,232_music_musicians_visa_artists,31
233,233_tb_bovine_badger_cull,30
234,234_dystrophy_muscular_duchenne_translarna,30
235,235_guantanamo_shaker_aamer_bay,30
236,236_prime_questions_lord_hedge,30
237,237_maternity_discrimination_pregnancy_women,30
238,238_coastal_seaside_resorts_towns,30
239,239_minister_œcommonsense_œcommunitya_sober,30
240,240_insulation_cavity_wall_ciga,29
241,241_english_scottish_parliament_scotland,29
242,242_bullying_vodden_school_bus,29
243,243_turkey_turkish_accession_turkeys,29
244,244_fca_consumer_renttoown_credit,29
245,245_beer_pubs_brewers_pub,29
246,246_christmas_merry_happy_huddersfield,28
247,247_expulsion_conduct_lords_expelled,28
248,248_jewish_antisemitism_antisemitic_incidents,28
249,249_payment_late_small_prompt,28
250,250_engagements_wednesday_official_list,28
251,251_lead_shot_ammunition_shooting,28
252,252_followed_monday_thursday_allotted,27
253,253_leavers_accommodation_young_care,27
254,254_welsh_language_gov_1993,27
255,255_family_families_test_stability,27
256,256_prayers_prayer_religious_pray,27
257,257_lords_beg_amendment_agrees,27
258,258_leader_week_next_business,27
259,259_police_demonstrations_constable_demonstration,26
260,260_orders_standing_draft_english,25
261,261_leader_house_yesterday_prime,25
262,262_disabled_bus_buses_transport,25
263,263_football_premier_league_grassroots,25
264,264_vaccine_vaccination_vaccines_injury,25
265,265_equitable_policyholders_compensation_annuitants,25
266,266_learned_give_lady_way,25
267,267_malawi_malawian_zimbabwe_zambia,24
268,268_50p_tax_credits_cut,24
269,269_households_efficiency_steps_energy,24
270,270_zerohours_contracts_exclusivity_contract,24
271,271_longterm_plan_economic_easing,24
272,272_commonwealth_cpa_visas_zealand,24
273,273_muscular_neuromuscular_duchenne_dystrophy,24
274,274_post_office_offices_branches,24
275,275_manifesto_manifestos_nailed_read,24
276,276_nhs_savings_billion_health,23
277,277_zones_enterprise_zone_corby,23
278,278_citizens_referendum_vote_eu,23
279,279_eritrea_eritrean_eritreans_human,23
280,280_pharmacies_pharmacy_pharmacists_pharmaceutical,23
281,281_cps_witnesses_prosecution_crossexamination,23
282,282_security_terrorists_communications_prevent,23
283,283_shadow_chancellor_give_isor,23
284,284_allowance_personal_higherrate_12500,23
285,285_domestic_violence_victims_male,23
286,286_welsh_wales_celyn_capel,23
287,287_businesses_small_entrepreneurs_allowance,22
288,288_durham_county_inspector_plan,22
289,289_abortion_smith_womens_scottish,22
290,290_science_research_universities_scientific,22
291,291_cannon_water_police_policing,22
292,292_city_deals_scotland_highland,22
293,293_schools_school_grammar_pupil,22
294,294_asthma_respiratory_copd_inhalers,22
295,295_parks_park_national_competence,22
296,296_frigates_type_26_carriers,22
297,297_diabetes_type_diabetics_amputations,22
298,298_charles_kennedy_politics_man,22
299,299_trade_exchange_exports_deficit,22
300,300_antibiotics_antibiotic_antimicrobial_resistance,21
301,301_transplant_cell_stem_transplantation,21
302,302_holiday_holidays_school_headteachers,21
303,303_procurement_small_smes_enterprises,21
304,304_driving_dangerous_hayley_tracey,21
305,305_violence_girls_women_fgm,21
306,306_formula_funding_frontline_review,21
307,307_hairdressers_hairdressing_hair_salons,21
308,308_procurement_defence_chain_supply,21
309,309_magna_carta_800th_anniversary,21
310,310_gentleman_penalties_certification_suits,20
311,311_amendment_amendments_explanatory_wording,20
312,312_intervene_intervention_dohe_allow,20
313,313_happy_look_discuss_meet,20
314,314_funeral_funerals_directors_costs,20
315,315_british_council_soft_cultural,20
316,316_wales_welsh_jobs_growth,20
317,317_combined_authority_functions_authorities,20
318,318_faith_schools_christian_ofsted,20
319,319_shops_town_centres_shopping,20
320,320_dog_meat_dogs_animals,20
321,321_hospices_palliative_hospice_childrens,20
322,322_ttip_nhs_œmember_outsourced,20
323,323_meetings_duties_ministerial_addition,20
324,324_hiv_treatment_aids_testing,19
325,325_chagos_chagossians_resettlement_islanders,19
326,326_procurement_smes_contracts_suppliers,19
327,327_afghanistan_afghan_mission_lessons,19
328,328_grammar_schools_school_expand,19
329,329_speeches_tax_budget_south,19
330,330_breastfeeding_mothers_milk_feeding,19
331,331_deaf_educational_sen_children,19
332,332_transport_community_bus_derbyshire,19
333,333_rape_domestic_prosecution_abuse,19
334,334_statuses_lady_plus_jobcentre,19
335,335_southend_rochford_wonderful_city,19
336,336_potholes_roads_menace_maintenance,19
337,337_mph_speed_limit_roads,19
338,338_belt_green_greenbelt_planning,18
339,339_asylum_seekers_seeker_dispersal,18
340,340_ashes_cremation_crematorium_crematoriums,18
341,341_decriminalisation_licence_fee_nonpayment,18
342,342_s4c_plurality_wales_news,18
343,343_harold_wilson_centenary_wilsons,18
344,344_claimed_36_closure_standing,18
345,345_criminalise_criminalised_substances_purchase,18
346,346_meals_school_free_attainment,18
347,347_lady_labour_party_week,18
348,348_battle_waterloo_commemorate_hougoumont,18
349,349_manchester_stockport_transport_greater,17
350,350_bribery_corporate_crime_offence,17
351,351_young_employers_traineeships_qualifications,17
352,352_mature_panel_consultation_cats,17
353,353_arguing_gentleman_soviets_argument,17
354,354_suicide_bombers_children_chad,17
355,355_prisons_drugs_prison_drug,17
356,356_felixstowe_ipswich_rail_norwich,17
357,357_tfl_assets_clause_limited,17
358,358_post_subpostmasters_office_horizon,17
359,359_afghanistan_iraq_military_war,17
360,360_stalking_harassment_cps_victims,16
361,361_covenant_armed_strengthen_forces,16
362,362_alcohol_pregnancy_pregnant_fasd,16
363,363_maldives_nasheed_president_nasheeds,16
364,364_wine_sparkling_cider_vineyards,16
365,365_egypt_sisi_egyptian_egypts,16
366,366_universities_research_university_worldclass,16
367,367_trade_stuc_unions_congress,16
368,368_recycling_waste_landfill_recycled,16
369,369_horses_horse_ponies_flygrazing,16
370,370_spaceport_space_cornwall_newquay,16
371,371_carers_bedroom_allowance_caring,16
372,372_insurance_motor_claims_drivers,16
373,373_cybercrime_fraud_crime_crimes,16
374,374_veterans_medal_kong_hong,15
375,375_tfl_tfls_subsidiaries_assets,15
376,376_colombia_colombian_ballesteros_human,15
377,377_withdraw_beg_leave_ask,15
378,378_referendum_european_eu_ppera,15
379,379_scrutiny_clause_european_clauses,15
380,380_broadcasters_debates_parties_prime,15
381,381_poultry_ttip_meat_producers,15
382,382_hunting_repeal_act_cruelty,15
383,383_penrose_penroses_inquiry_settlement,15
384,384_parking_car_charges_carers,15
385,385_environmental_audit_circling_committee,15
386,386_debate_837_mandatory_conscious,15
387,387_lady_hove_inspiring_collegeknown,15
388,388_survivors_inquiry_panel_chairman,15
389,389_theatre_arts_shakespeare_knowsley,15
390,390_poverty_inwork_employment_route,15
391,391_speaker_mr_tedium_respectful,15
392,392_consular_fco_abroad_samm,15
393,393_ballots_eballoting_balloting_workplace,15
394,394_defence_nato_gdp_capability,14
395,395_sheep_organophosphates_dipping_dips,14
396,396_cystic_fibrosis_medicines_orkambi,14
397,397_holtham_floor_wales_barnett,14
398,398_beg_sit_move_private,14
399,399_insurance_premiums_premium_increase,14
400,400_hear_theyve_hears_ive,14
401,401_travellers_gypsies_traveller_gypsy,14
402,402_tfl_parishes_london_dlr,14
403,403_saturday_small_maghull_businesses,14
404,404_coke_ovens_redcar_furnace,14
405,405_redundancy_redundancies_rapid_redundant,14
406,406_food_cheese_puddings_british,14
407,407_bills_procedure_amendments_trial,14
408,408_leader_recess_house_english,14
409,409_progress_hollywoodstyle_acquires_lady,13
410,410_mexico_mexican_disappearances_human,13
411,411_newspapers_newspaper_local_notices,13
412,412_give_way_friend_hon,13
413,413_countering_isil_iraqi_assist,13
414,414_foreign_office_ai_departments,13
415,415_fraud_serious_sfo_office,13
416,416_lion_lions_hunting_wildlife,13
417,417_petrol_fuel_prices_price,13
418,418_fairer_funding_plans_schools,13
419,419_programme_work_workrelated_found,13
420,420_covenant_armed_signed_forces,13
421,421_recess_november_recesses_holidays,13
422,422_nepal_gurkha_gurkhas_earthquake,12
423,423_shrewsbury_pickets_documents_trial,12
424,424_committee_speaker_select_house,12
425,425_data_talk_consumers_breach,12
426,426_human_rights_korean_korea,12
427,427_aircraft_nimrod_maritime_patrol,12
428,428_young_ymca_youth_norwich,12
429,429_ukrainian_equipment_training_nonlethal,12
430,430_pagea_linea_1a_beg,12
431,431_libraries_library_harrow_harrows,12
432,432_seeking_provides_department_young,12
433,433_nao_accounts_bbc_valueformoney,12
434,434_broads_norfolk_parks_navigation,12
435,435_gimmick_conservative_lawson_lord,12
436,436_learned_give_brevity_way,12
437,437_knife_knives_carrying_crime,12
438,438_chandeliers_debates_daylight_motion,12
439,439_fuel_poverty_hardtotreat_strategy,12
440,440_directing_assessment_effectiveness_grantdependent,12
441,441_wage_living_scotland_employer,12
442,442_give_gentleman_way_hon,12
443,443_police_stopandsearch_young_children,12
444,444_drugs_prescribed_drug_offlabel,11
445,445_committeesin_draftsman_processwhich_doublecheck,11
446,446_ncs_participants_young_backgrounds,11
447,447_case_pict_details_oreilly,11
448,448_trends_assessment_insurance_summaries,11
449,449_productivity_growth_dont_budget,11
450,450_whisky_scotch_industry_taxation,11
451,451_mum_father_reemphasise_dad,11
452,452_sentencing_misconduct_ordain_intricately,11
453,453_bat_bats_churches_habitats,11
454,454_offenders_prisoner_transfer_prisons,11
455,455_therapy_gay_therapies_memorandum,11
456,456_give_gentleman_way_hon,11
457,457_homes_housing_councils_built,11
458,458_boundaries_perfect_local_doingproviding,11
459,459_poststudy_students_visa_tier,10
460,460_sex_education_relationship_teenagers,10
461,461_modi_narendra_visit_indian,10
462,462_languages_exam_polish_language,10
463,463_ap4_additional_changes_environmental,10
464,464_migration_net_target_visitor,10
465,465_litigants_problemsolving_courts_demystify,10
466,466_inquiry_chilcot_john_sir,10
467,467_interpol_intelligence_europol_sharing,10
468,468_armenian_genocide_armenia_armenians,10
469,469_drinking_alcohol_drink_harmful,10
470,470_mediterranean_hms_bulwark_rescued,10
