topic_id,topic_name,size
57,57_electoral_registration_register_commission,157
58,58_alcohol_drinking_pricing_newquay,151
59,59_animals_circuses_ban_wild,151
60,60_give_gentleman_way_hon,149
61,61_tb_cattle_badgers_badger,148
62,62_nuclear_fukushima_japan_weightman,145
63,63_cost_million_savings_costs,138
64,64_baccalaureate_subjects_english_curriculum,137
65,65_give_way_member_north,135
66,66_border_checks_pilot_warnings,126
67,67_friend_makes_point_hon,125
68,68_church_auckland_commissioners_bishops,125
69,69_negligence_cases_litigation_legal,123
70,70_nan___,122
71,71_sudan_south_darfur_sudanese,118
72,72_enterprise_zones_zone_partnerships,117
73,73_insurance_premiums_drivers_uninsured,116
74,74_fraud_bribery_corruption_sfo,116
75,75_planning_framework_development_neighbourhood,113
76,76_small_businesses_growth_business,113
77,77_raf_leuchars_defence_army,113
78,78_departmental_responsibilities_statement_make,111
79,79_energy_ofgem_suppliers_tariffs,110
80,80_nuclear_deterrent_trident_submarine,110
81,81_winter_cold_fuel_pensioners,109
82,82_ireland_northern_irish_executive,107
83,83_heart_surgery_childrens_leeds,106
84,84_libraries_library_books_librarians,105
85,85_aviation_heathrow_airport_airports,102
86,86_gps_commissioning_gp_consortia,101
87,87_sector_jobs_private_public,97
88,88_solar_tariff_feedin_panels,97
89,89_somalia_famine_food_africa,96
90,90_okay_wont_sorry_youre,96
91,91_ema_college_students_young,93
92,92_boundary_constituencies_seats_electors,93
93,93_drugs_drug_cannabis_roadside,89
94,94_councils_council_cuts_frontline,89
95,95_manufacturing_output_economy_industrial,87
96,96_coulson_andy_wallis_neil,87
97,97_dogs_dog_owners_dangerous,87
98,98_dna_database_arrested_convicted,86
99,99_yemen_yemeni_sanaa_president,86
100,100_parliament_fixedterm_clause_lords,85
101,101_give_way_learned_friend,85
102,102_gang_gangs_violence_young,84
103,103_sri_lanka_lankan_tamil,84
104,104_petitioners_petition_declares_urges,82
105,105_apprenticeships_apprenticeship_apprentices_apprentice,82
106,106_fire_rescue_cleveland_authority,82
107,107_carers_care_social_dementia,81
108,108_pig_labelling_pork_meat,81
109,109_aid_india_bilateral_multilateral,80
110,110_wheel_road_safety_wheels,80
111,111_marriage_married_couples_marriages,80
112,112_cctv_cameras_camera_surveillance,79
113,113_backbench_business_committee_session,79
114,114_nofly_zone_libya_libyan,78
115,115_bahrain_bahraini_shia_dialogue,78
116,116_pleasure_chairmanship_congratulate_serve,78
117,117_northeast_regional_leps_growth,78
118,118_give_state_secretary_way,77
119,119_riots_police_tottenham_streets,75
120,120_dissent_indicated_dissents_quasijudicial,75
121,121_hillsborough_fans_liverpool_football,75
122,122_royal_household_crown_sovereign,74
123,123_violence_domestic_abuse_definition,74
124,124_prisoners_deportation_foreign_prisoner,73
125,125_egypt_egyptian_cairo_elections,73
126,126_rock_northern_virgin_remutualisation,72
127,127_leader_statement_house_oral,71
128,128_bbc_world_hindi_service,71
129,129_bombardier_derby_contract_siemens,71
130,130_electrification_swansea_line_cardiff,70
131,131_maternity_midwives_stillbirth_birth,69
132,132_google_copyright_hargreaves_creative,68
133,133_tickets_ticket_touts_fans,67
134,134_organ_donation_transplant_presumed,67
135,135_lobbyists_lobbying_register_lobbyist,65
136,136_croatia_accession_croatian_kosovo,65
137,137_st_holiday_day_holidays,64
138,138_syria_syrian_assad_arab,63
139,139_georgia_russia_russian_chechnya,63
140,140_rubbish_disgraceful_happy_nonsense,63
141,141_letter_raise_gentlemans_gentleman,63
142,142_migration_immigration_net_pointsbased,63
143,143_belt_green_land_framework,62
144,144_criticism_gentleman_chair_argument,61
145,145_counselling_abortion_pregnancy_woman,60
146,146_give_way_itfinally_bakermp,59
147,147_hmrc_staff_hmrcs_tax,59
148,148_mental_beds_health_inpatient,59
149,149_safety_construction_hse_health,59
150,150_bank_big_society_social,58
151,151_youth_citizen_young_services,58
152,152_bone_french_birmingham_mrs,58
153,153_turnout_threshold_thresholds_referendums,57
154,154_regional_fund_growth_round,57
155,155_childrens_centres_start_authorities,57
156,156_obesity_obese_overweight_food,56
157,157_adoption_adoptive_parents_children,56
158,158_assent_indicated__,56
159,159_yes_strange_except_1997,56
160,160_knife_knives_crime_kinsella,56
161,161_freeze_council_tax_councils,55
162,162_parking_car_rogue_clamping,55
163,163_progress_give_make_way,55
164,164_regulation_regulators_regulatory_charges,55
165,165_southern_cross_homes_care,54
166,166_beg_read_second_move,54
167,167_youth_justice_board_offending,54
168,168_asylum_seekers_immigration_cases,53
169,169_metal_theft_scrap_dealers,53
170,170_gentleman_gentlemans_speech_hon,53
171,171_redundancy_redundancies_armed_compulsory,53
172,172_interventions_intervention_take_progress,53
173,173_climate_durban_emissions_conference,52
174,174_werritty_cabinet_secretary_adam,52
175,175_humanitarian_disasters_un_ashdown,52
176,176_corporation_tax_cut_rate,52
177,177_ones_suppers_furtherwrong_1024,51
178,178_formula_barnett_needsbased_holtham,51
179,179_women_un_womens_violence,50
180,180_oil_gas_refining_industry,50
181,181_kashmir_india_jammu_pakistan,50
182,182_coventry_midlands_damping_cuts,49
183,183_bill_legislation_bills_amendments,49
184,184_pakistan_pakistani_afghanistan_bin,49
185,185_epetitions_petitions_signatures_epetition,48
186,186_police_investigation_ipcc_metropolitan,48
187,187_innovation_skills_business_department,48
188,188_give_gentleman_way_questionsshe,47
189,189_pfi_contracts_projects_contract,47
190,190_thursday_commencing_followed_tuesday,46
191,191_transaction_tax_transactions_financial,46
192,192_judgment_written_oral_judge,46
193,193_special_educational_sen_paper,45
194,194_leader_prime_house_statement,45
195,195_waiting_patients_weeks_times,45
196,196_aid_legal_advice_welfare,45
197,197_hospice_hospices_endoflife_palliative,45
198,198_warm_energy_fuel_poverty,44
199,199_zimbabwe_zanupf_mdc_mugabe,43
200,200_colombia_colombian_santos_trade,43
201,201_arms_export_licences_exports,43
202,202_pub_pubs_beer_lessees,43
203,203_intervene_intervention_thank_minister,42
204,204_councils_cuts_local_settlement,42
205,205_hacking_phone_inquiry_phones,42
206,206_barred_regulated_barring_crb,42
207,207_five_parliaments_fixedterm_fiveyear,41
208,208_speech_finish_speeches_speak,41
209,209_mental_veterans_combat_stress,41
210,210_answer_question_short_whats,41
211,211_antisemitism_jewish_antisemitic_holocaust,41
212,212_firearms_weapons_airguns_air,41
213,213_speaker_order_mr_point,41
214,214_lords_elected_chamber_house,40
215,215_bridge_toll_severn_tolls,40
216,216_flu_vaccine_h1n1_pandemic,40
217,217_tourism_tourist_visit_inbound,40
218,218_universal_credit_selfemployed_work,40
219,219_deputy_speaker_madam_mr,40
220,220_hiv_aids_lesotho_virus,39
221,221_transparency_openness_data_publish,39
222,222_farmers_agricultural_pillar_agriculture,39
223,223_sex_relationships_relationship_taught,39
224,224_plurality_media_sky_news,39
225,225_lords_elected_commons_primacy,39
226,226_diplomatic_latin_foreign_brazil,38
227,227_passenger_ireland_air_northern,38
228,228_fsa_investors_cru_arch,37
229,229_referendum_referendums_av_inout,37
230,230_nato_headquarters_natos_command,37
231,231_intestacy_inherit_forfeiture_deceased,37
232,232_lady_havesorry_œdragons_dena,36
233,233_protest_square_protests_encampment,36
234,234_commonwealth_countries_foreign_trade,36
235,235_boards_women_davies_ftse,36
236,236_bail_records_court_magistrates,36
237,237_coins_mint_coin_olympic,35
238,238_pfi_hospital_hospitals_trusts,35
239,239_tax_taxation_freedom_taxes,35
240,240_21000_250_pay_earning,35
241,241_eggs_egg_cages_hens,35
242,242_select_chairman_committee_give,35
243,243_exports_trade_export_exporters,35
244,244_squatters_squatting_property_offence,35
245,245_antisocial_behaviour_police_orders,35
246,246_victims_compensation_terrorism_overseas,34
247,247_electric_vehicles_charging_cars,34
248,248_injunctions_judges_attorneygeneral_privacy,34
249,249_rates_interest_mortgage_higher,34
250,250_coal_coalfired_ccs_co2,34
251,251_legal_aid_advice_justice,34
252,252_remploy_factory_factories_sayce,33
253,253_mediumsized_contracts_enterprises_small,33
254,254_dismissal_employment_unfair_tape,33
255,255_pakistan_bhatti_shahbaz_blasphemy,33
256,256_inflation_inflationbusting_monetary_bank,33
257,257_cyprus_turkish_missing_cypriot,33
258,258_heritage_wall_walthamstow_buildings,33
259,259_zoos_zoo_aquariums_safari,32
260,260_tunisia_egypt_arab_elections,32
261,261_pcc_gentleman_recess_shadow,32
262,262_engagements_wednesday_official_list,32
263,263_lothian_commission_west_establishing,32
264,264_missing_exploitation_children_sexual,32
265,265_glasgow_regeneration_clyde_glasgows,32
266,266_democrats_liberal_manifesto_party,32
267,267_childrens_children_munro_child,31
268,268_reductions_assessment_effects_authorities,31
269,269_prisoners_vote_prison_convicted,31
270,270_forecasts_obr_independent_treasury,31
271,271_aircraft_carrier_carriers_ark,31
272,272_labour_party_opposition_unalloyed,30
273,273_condolences_m5_tragic_tragedy,30
274,274_battalion_regiment_prime_corporal,30
275,275_clause_new_vote_deptford,30
276,276_benchers_benches_front_bench,30
277,277_quilliam_extremism_muslim_extremist,30
278,278_ccs_storage_capture_longannet,30
279,279_exploitation_sexual_child_ceop,29
280,280_bradley_manning_mannings_torture,29
281,281_plymouth_naval_frigates_devonport,29
282,282_coeliac_glutenfree_disease_diet,29
283,283_beg_agrees_lords_amendment,29
284,284_traveller_travellers_gypsy_sites,29
285,285_thats_said_wasnt_thati,29
286,286_arab_league_nations_gulf,29
287,287_grammar_schools_selective_school,28
288,288_shale_gas_drilling_fracking,28
289,289_pagea_beg_linea_insert,28
290,290_workers_convention_domestic_ilo,28
291,291_music_darren_education_henley,28
292,292_meals_school_free_healthy,28
293,293_medicines_supply_ldn_pharmacists,28
294,294_bae_brough_systems_warton,28
295,295_businesses_small_business_microbusinesses,28
296,296_smoking_smoke_tobacco_shisha,28
297,297_mediation_mediator_mediators_aid,28
298,298_liberia_african_ivory_divoire,28
299,299_turkey_accession_turkish_referendum,27
300,300_shadow_chancellor_credibility_memoirs,27
301,301_document_memos_researcher_realms,27
302,302_girls_confidence_models_female,27
303,303_gentleman_give_point_racingin,27
304,304_professions_regulated_scotland_ukwide,27
305,305_battalion_meetings_regiment_deepest,27
306,306_home_secretary_illiberal_friend,27
307,307_neuromuscular_muscular_dystrophy_specialised,26
308,308_inward_wales_welsh_investment,26
309,309_36_claimed_closure_standing,26
310,310_avoidance_tax_evasion_switzerland,26
311,311_sikh_airports_turban_swab,26
312,312_withdraw_beg_leave_ask,26
313,313_carbon_emissions_targets_kwh,26
314,314_cycling_cycle_transport_cyclists,26
315,315_forecast_forecasts_budget_responsibility,25
316,316_forthcoming_leader_business_give,25
317,317_adjudicator_code_groceries_grocery,25
318,318_piracy_pirates_horn_africa,25
319,319_defence_exports_exportability_export,25
320,320_morocco_sahara_moroccan_western,25
321,321_nuclear_subsidy_electricity_windfall,25
322,322_lyneham_raf_wiltshire_wootton,25
323,323_welfare_reform_universal_income,25
324,324_dementia_elderly_care_alzheimers,25
325,325_young_jobs_youth_placements,24
326,326_shadow_chancellor_tax_bonuses,24
327,327_intervention_thank_intervene_friend,24
328,328_tibet_tibetan_chinese_dalai,24
329,329_teachers_classroom_teaching_discipline,24
330,330_prosecution_crown_cps_service,24
331,331_dot_ladys_lady_give,24
332,332_consultation_responses_undertakings_consultations,24
333,333_regret_prime_gentlemans_gentleman,24
334,334_franchise_scot_rail_carlisle,24
335,335_carbon_steel_tata_co2,24
336,336_esol_english_skills_education,24
337,337_science_research_budget_funding,24
338,338_music_musicians_feargal_sharkey,23
339,339_lady_give_way_right,23
340,340_news_investigation_hacking_rebekah,23
341,341_weather_winter_snow_salt,22
342,342_legitimacy_elected_accountability_bicameral,22
343,343_yes_treble_eaten_gladly,22
344,344_college_colleges_fe_technical,22
345,345_careers_learning_adult_brightly,22
346,346_bees_bee_pesticides_neonicotinoids,22
347,347_careers_facetoface_advice_connexions,22
348,348_speaker_mr_permission_question,22
349,349_cdc_investments_cdcs_development,22
350,350_debate_familyfriendly_s4c_members,22
351,351_regulation_tape_red_oneout,21
352,352_energy_efficiency_green_carbon,21
353,353_marshals_secretary_state_statement,21
354,354_œshoulda_councils_local_œmusta,21
355,355_enterprise_allowance_selfemployment_mentoring,21
356,356_mayors_elected_mayor_referendums,21
357,357_murdoch_brooks_rebekah_bskyb,21
358,358_chancellor_give_way_commentator,21
359,359_mortgage_lenders_market_fsa,21
360,360_dyslexia_dyslexic_sen_son,21
361,361_rose_buitenen_knowurgh_springsteen,21
362,362_devices_electronic_handheld_chamber,21
363,363_noise_highways_speed_a38,21
364,364_dairy_milk_farmers_producers,21
365,365_harrington_harringtons_professor_capability,21
366,366_cabs_cab_advice_bureaux,21
367,367_scotland_unemployment_employment_assessment,21
368,368_eritrea_consular_eritrean_vienna,20
369,369_yorkshire_tourism_york_harrogate,20
370,370_mayor_london_boroughs_local,20
371,371_coalition_agreement_alternatives_curve,20
372,372_leeds_region_city_green,20
373,373_enterprise_zones_kidderminster_manufacturing,20
374,374_tax_altogether_allowances_income,20
375,375_opencast_mining_buffer_site,20
376,376_philistine_labour_œphilistine_philistinea,20
377,377_statistics_appointment_michael_dilnot,20
378,378_vat_hospices_charities_hospice,20
379,379_home_secretary_interceptions_exasperate,20
380,380_epilepsy_sudden_sudep_death,20
381,381_statistics_data_performance_computer,20
382,382_diabetes_insulin_campbell_diabetics,20
383,383_vcjd_blood_dental_prion,20
384,384_laden_bin_ideology_alqaeda,19
385,385_fgm_girls_mutilation_genital,19
386,386_cooperate_schools_tangerine_educating,19
387,387_allwomen_shortlists_women_selected,19
388,388_obr_obrs_fiscal_charter,19
389,389_hate_crime_crimes_trends,19
390,390_thank_fullvoiced_friendhe_grateful,19
391,391_sex_offenders_register_deed,19
392,392_unemployment_youth_jobs_young,19
393,393_violence_girls_women_plan,19
394,394_rebate_gave_return_agricultural,19
395,395_turkey_turkish_memorandum_ally,19
396,396_careers_young_advice_allage,19
397,397_animal_drug_reactions_animals,19
398,398_acquiescent_worcester_reductio_absurdum,19
399,399_contempt_court_prejudicial_privilege,19
400,400_point_mans_courtesy_forgotten,18
401,401_vat_petrol_fuel_litre,18
402,402_allowance_incapacity_appeals_esa,18
403,403_dance_ballet_dancers_arts,18
404,404_fuel_smuggling_ireland_northern,18
405,405_rates_italy_interest_deficit,18
406,406_give_last_selectedthose_way,18
407,407_aid_planned_assessment_legal,18
408,408_steps_manufacturing_taking_promote,18
409,409_rating_poors_rates_credit,18
410,410_estimate_borrowing_trends_debt,18
411,411_party_labour_conservative_delighted,18
412,412_07_enshrine_commitment_gross,17
413,413_zones_foisted_zone_time,17
414,414_riot_1886_damages_act,17
415,415_whips_whipping_whip_electorates,17
416,416_parks_park_concerts_royal,17
417,417_test_instructors_driving_dsa,17
418,418_s4c_channel_bbc_jones,17
419,419_liberal_democrat_liberals_democrats,17
420,420_twitter_tweeting_characters_tweet,17
421,421_armed_forces_operational_pay,17
422,422_briefly_bilaterally_arent_temporarily,17
423,423_unemployment_highest_claiming_employment,17
424,424_clark_border_whiteman_suspended,17
425,425_last_repetition_ten_10th,17
426,426_teachers_strike_teaching_profession,16
427,427_blood_donors_nhsbt_organs,16
428,428_libya_estimate_operations_cost,16
429,429_arts_artists_resale_theatre,16
430,430_typhoon_eurofighter_aircraft_multirole,16
431,431_azerbaijan_armenia_azerbaijani_nagornokarabakh,16
432,432_wood_biomass_panel_timber,15
433,433_latenight_venues_levy_venuespecific,15
434,434_monarchy_throne_succession_heir,15
435,435_foreign_westerwelle_guido_secretary,15
436,436_schools_school_durand_pupils,15
437,437_procurement_procurements_governmentled_projects,15
438,438_governing_governors_school_bodies,15
439,439_lords_reform_representations_recent,15
440,440_welfare_work_benefits_system,15
441,441_biodiversity_offsetting_natural_environment,15
442,442_rates_business_prosperous_authorities,15
443,443_positive_discrimination_action_recruitment,15
444,444_sciences_life_commercialisation_partnerships,15
445,445_antisocial_behaviour_assist_tackling,15
446,446_journalism_press_investigative_journalists,15
447,447_party_foundries_straw_opportunism,15
448,448_china_chinese_chinas_superpower,15
449,449_cooperative_cooperatives_coops_coop,14
450,450_ports_port_statement_nps,14
451,451_religious_religion_religions_congleton,14
452,452_contracting_programme_arrangements_progress,14
453,453_food_volatility_prices_speculation,14
454,454_social_care_adult_older,14
455,455_proceedings_clauses_amendments_schedules,14
456,456_uganda_ugandan_kato_lgbt,14
457,457_perturbed_punch_debate_graveyard,14
458,458_supertanker_385_quilliam_saving,14
459,459_gm_food_crops_production,14
460,460_christians_religious_christian_persecution,14
461,461_electricity_carbon_energy_lowcarbon,14
462,462_hear_bored_ive_listened,14
463,463_give_point_way_partially,14
464,464_manifesto_manifestos_stood_baffled,13
465,465_pta_megrahi_release_prisoner,13
466,466_cqc_cqcs_quality_paramount,13
467,467_disabled_hate_disability_harassment,13
468,468_ukraine_tymoshenko_trial_ukraines,13
469,469_beg_sit_move_private,13
470,470_ban_legal_uttahrir_hizb,13
471,471_violence_domestic_prosecutions_specialist,13
472,472_women_injustice_cliff_change,13
473,473_marriage_forced_marriages_sham,13
474,474_lords_chamber_elected_hereditary,13
475,475_22nd_1966_wimbledon_weve,13
476,476_appeals_appeal_process_tribunal,13
477,477_dentistry_dental_dentists_access,13
478,478_schemebyscheme_shareholders_valuation_implementedfrom,13
479,479_pathfinder_consortia_gp_practiceled,13
480,480_competition_plurality_undertakings_œfit,13
481,481_lady_caribbean_apd_gate,13
482,482_shadow_pps_blew_give,13
483,483_kelly_dr_death_inquest,13
484,484_cleeland_inquiry_dave_locate,13
485,485_committee_nao_member_statistics,12
486,486_bermondsey_southwark_hughes_simon,12
487,487_queens_hospital_barking_ilford,12
488,488_apprenticeships_young_unemployment_youth,12
489,489_inquiry_oath_proprietors_leveson,12
490,490_correct_thats_wrong_quite,12
491,491_southend_city_status_town,12
492,492_mines_gleision_coal_gill,12
493,493_centres_start_sure_medway,12
494,494_adhd_drugs_prescribing_ritalin,12
495,495_adjournment_debate_length_certaina,12
496,496_bae_defence_aircraft_systems,12
497,497_gas_shale_lng_prices,12
498,498_added_value_standard_rate,12
499,499_deleted_reading_œbonfire_frameworkbut,12
500,500_mexican_hunt_lydia_hague,12
501,501_broadband_superfast_mobile_internet,12
502,502_gulls_gull_birds_seagulls,12
503,503_procurement_bombardier_rules_siemens,12
504,504_initiatives_constitutional_deputy_prime,12
505,505_exposure_banking_banks_sovereign,11
506,506_egypt_peace_orderly_israel,11
507,507_uni_think_alike_cynical,11
508,508_employment_barnsley_wales_jsa,11
509,509_malcolm_clerk_sir_jack,11
510,510_farepak_bdo_christmas_administrators,11
511,511_course_yes_tempted_,11
512,512_agree_completely_entirely_agreed,11
513,513_oil_suez_canal_consumers,11
514,514_camp_ashraf_iraqi_iraq,11
515,515_taxation_freedom_day_antislavery,11
516,516_pilots_pilot_ncs_190,11
517,517_film_speecha_oscars_firth,11
518,518_apologise_wheres_calm_apology,11
519,519_middle_africa_east_security,11
520,520_privilege_injunction_court_superinjunction,11
521,521_basel_risks_requirements_prudential,11
522,522_kerr_ronan_ireland_constable,11
523,523_meetings_duties_morning_ministerial,11
524,524_sepa_dalgety_radioactive_mod,11
525,525_victims_commissioner_casey_louise,11
526,526_ownership_firsttime_buyers_steps,11
527,527_councils_localism_councillors_local,11
528,528_sustainable_definition_presumption_development,11
529,529_desmond_sir_desmonds_procedures,10
530,530_floor_carbon_price_emissions,10
531,531_aid_world_development_tanzania,10
532,532_chancellor_former_reins_irritating,10
533,533_responses_discoverable_consultation_quixotic,10
534,534_marriage_married_parent_cohabiting,10
535,535_give_way_relieve_love,10
536,536_prosecutors_rape_specialist_cps,10
537,537_œeuropeana_ergo_mazea_hoca,10
538,538_animal_wto_welfare_oie,10
539,539_nca_cybercrime_soca_commands,10
540,540_cuts_opposes_darling_billion,10
