topic_id,cv_score,size,top_words,word_weights
116,0.48960741594672524,146,"upskirting, law, naked, person, consent, act, sexual, or, private, expectation","0.0324, 0.0316, 0.0275, 0.0242, 0.0229, 0.0213, 0.0200, 0.0196, 0.0180, 0.0175"
117,0.6477853423259053,11,"volunteer, miles, drivers, mile, volunteers, 10, mileage, their, driver","0.0666, 0.0519, 0.0507, 0.0294, 0.0229, 0.0225, 0.0216, 0.0210, 0.0209"
118,0.38526391230329693,144,"slavery, modern, victims, support, hair, act, referral, trafficking, days, government","0.1262, 0.0924, 0.0820, 0.0548, 0.0393, 0.0336, 0.0275, 0.0272, 0.0262, 0.0261"
119,0.831342449477049,133,"nursing, nurses, bursary, students, nurse, student, postgraduate, training, applications, number","0.0550, 0.0441, 0.0264, 0.0224, 0.0208, 0.0188, 0.0182, 0.0147, 0.0146, 0.0137"
120,0.5037504022315967,66,"channel, city, creative, its, production, bid, talent, of","0.0626, 0.0359, 0.0225, 0.0128, 0.0126, 0.0117, 0.0111, 0.0110"
121,0.7916662290940248,151,"gambling, machines, betting, harm, gaming, advertising, stake, online, problem, addiction","0.0917, 0.0248, 0.0212, 0.0198, 0.0174, 0.0170, 0.0167, 0.0163, 0.0139, 0.0133"
122,0.47972900831599424,35,"speech, universities, students, university, free, student, or, views, committee, unions","0.0327, 0.0297, 0.0286, 0.0217, 0.0200, 0.0153, 0.0125, 0.0124, 0.0119, 0.0106"
123,0.6549465758137902,31,"grandparents, grandchildren, family, child, grandparent, court, my, children, their","0.0670, 0.0255, 0.0234, 0.0218, 0.0192, 0.0147, 0.0133, 0.0123, 0.0117"
124,0.4820128138814553,30,"she, her, was, you, brain, legacy, and","0.0562, 0.0521, 0.0263, 0.0147, 0.0129, 0.0121, 0.0121"
125,0.9255604552167499,64,"folic, acid, flour, fortification, mandatory, pregnancy, spina, bifida, folate, women","0.0514, 0.0510, 0.0363, 0.0335, 0.0201, 0.0166, 0.0165, 0.0165, 0.0158, 0.0155"
126,0.8010790913562803,65,"vaccination, men, boys, sexual, cancers, girls, herd","0.0354, 0.0351, 0.0234, 0.0180, 0.0159, 0.0158, 0.0139"
127,0.41697720214079353,23,"ne, arsenal, football, league, club, season, he, game","0.0555, 0.0518, 0.0326, 0.0194, 0.0191, 0.0169, 0.0161, 0.0152"
128,0.5121573413887295,253,"abortion, women, decides, she, reproductive, rights, woman, access, movement","0.0706, 0.0433, 0.0191, 0.0172, 0.0170, 0.0164, 0.0158, 0.0134, 0.0121"
129,0.76121109556866,34,"tickets, secondary, music, ticket, touts, sites, ticketing, fans","0.0562, 0.0346, 0.0337, 0.0334, 0.0319, 0.0245, 0.0242, 0.0173"
130,0.6014051889102776,122,"employers, employment, employees, employer, someone, employed, job, employee, bill, gig","0.0323, 0.0319, 0.0245, 0.0192, 0.0188, 0.0162, 0.0143, 0.0137, 0.0119, 0.0118"
131,0.6810594392811572,16,"homeopathy, veterinary, medicine, conventional, homeopathic, vets, use, antibiotics, surgeons","0.0717, 0.0472, 0.0353, 0.0297, 0.0284, 0.0271, 0.0219, 0.0212, 0.0201"
132,0.6633441545082475,15,"testing, animal, animals, cosmetics, cosmetic, ban, global, tests, eu, methods","0.0774, 0.0664, 0.0608, 0.0549, 0.0326, 0.0303, 0.0228, 0.0220, 0.0194, 0.0187"
133,0.8746301600011228,132,"standing, football, fans, grounds, league, premier, safe, championship, stadiums","0.0600, 0.0574, 0.0516, 0.0468, 0.0408, 0.0343, 0.0296, 0.0285, 0.0252"
134,0.3393982778593214,59,"turkey, human, rights, elections, president, coup, of","0.0568, 0.0239, 0.0221, 0.0163, 0.0150, 0.0130, 0.0097"
135,0.42835174373688456,89,"generation, were, they, black, and, who, was","0.0245, 0.0129, 0.0105, 0.0103, 0.0099, 0.0097, 0.0095"
136,0.5923475245320354,50,"diet, protein, condition, treatment, rare, her, with, for","0.0233, 0.0159, 0.0149, 0.0126, 0.0107, 0.0107, 0.0103, 0.0103"
137,0.5550526236562104,43,"disease, global, tuberculosis, drug, resistant, resistance, treatment, research, world","0.0197, 0.0179, 0.0178, 0.0176, 0.0140, 0.0135, 0.0123, 0.0120, 0.0105"
138,0.5386364051362165,41,"brain, injury, acquired, rehabilitation, injuries, headway, their, and, trauma","0.0493, 0.0453, 0.0251, 0.0235, 0.0223, 0.0154, 0.0110, 0.0099, 0.0094"
139,0.4611012578917295,37,"relationship, relations, our, and, in, for","0.0151, 0.0107, 0.0106, 0.0091, 0.0085, 0.0084"
140,0.7274688057977221,67,"hepatitis, virus, treatment, testing, health, liver, awareness, blood, target","0.0547, 0.0207, 0.0179, 0.0146, 0.0141, 0.0140, 0.0118, 0.0105, 0.0092"
141,0.6676008699645284,68,"site, heritage, stones, road, traffic, archaeological, archaeology","0.0339, 0.0203, 0.0203, 0.0178, 0.0163, 0.0144, 0.0139"
142,0.444997604929702,40,"cup, fans, world, foreign, football, team, office, tournament","0.0419, 0.0264, 0.0239, 0.0212, 0.0163, 0.0144, 0.0143, 0.0133"
143,0.9234756455034743,73,"stem, cell, donation, blood, organ, donors, donor, transplant","0.0519, 0.0494, 0.0468, 0.0413, 0.0305, 0.0287, 0.0275, 0.0235"
144,0.5806830661639031,122,"potholes, roads, road, local, maintenance, money, authorities, surfaces, are, damage","0.0636, 0.0553, 0.0299, 0.0202, 0.0153, 0.0148, 0.0132, 0.0119, 0.0111, 0.0101"
145,0.5102006987063094,132,"church, commissioners, representing, religious, persecution, ask","0.1078, 0.0425, 0.0419, 0.0340, 0.0292, 0.0262"
146,0.7859561496594789,19,"census, tick, identity, box, data, 2021, identify","0.0677, 0.0347, 0.0297, 0.0264, 0.0197, 0.0170, 0.0120"
147,0.29267621840690167,13,"dividend, brexit, spending, he, money, will, nurses, no, secretary","0.0800, 0.0496, 0.0154, 0.0147, 0.0141, 0.0139, 0.0137, 0.0124, 0.0119"
148,0.2719081623319752,157,"whip, pairing, chief, pairs, pair, whips, error, house, broken, hon","0.0407, 0.0379, 0.0308, 0.0230, 0.0220, 0.0207, 0.0195, 0.0187, 0.0150, 0.0149"
