topic_id,topic_name,size
410,410_lighting_bulbs_lowenergy_light,13
411,411_skills_innovation_business_shareholders,13
412,412_prime_inquiry_rendition_churchill,13
413,413_treasury_mint_discoveredsurprisingly_subjectthat,13
414,414_kenya_food_africa_agriculture,13
415,415_chief_give_secretary_way,13
416,416_kingston_translloyd_davey_surbiton,13
417,417_steps_plans_northwest_growth,13
418,418_coalition_straitjacket_agreement_œbrokeback,13
419,419_green_energy_npss_environmentally,12
420,420_referendum_referendums_vote_gerund,12
421,421_equality_commission_discrimination_rights,12
422,422_mental_health_prison_offenders,12
423,423_dental_dentists_cqc_dentistry,12
424,424_penzance_cornwall_scilly_harbour,12
425,425_prime_proposalshe_leadereven_choosingand,12
426,426_07_progress_conclusion_onbefore,12
427,427_payout_braille_rescheduling_instantaneously,12
428,428_hearing_music_players_mp3,12
429,429_breach_mediocritya_degenerating_suspectsto,12
430,430_jobseekers_allowance_wiltshire_clwyd,12
431,431_kashmir_pakistan_kashmiri_indian,12
432,432_proceedings_forthwith_shall_lords,12
433,433_evans_amendments_vote_aye,12
434,434_fairness_desserts_unfairness_intent,11
435,435_vso_drinker_london_condemned,11
436,436_selling_short_shares_prohibit,11
437,437_comprehensive_effects_outcomes_assessment,11
438,438_norfolk_a11_norwich_suffolk,11
439,439_ah_thats_oh_dear,11
440,440_labelling_food_origin_retail,11
441,441_derogation_fuel_vat_rural,11
442,442_neighbour_happily_give_neighbourly,11
443,443_thank_speaker_mr_bayley,11
444,444_tuesdaythat_timetable_godot_waiting,11
445,445_thalidomide_thalidomiders_survivors_trust,11
446,446_neutral_referendum_electoral_chirac,11
447,447_tribunal_witness_courts_1991,11
448,448_exports_defence_export_interoperability,11
449,449_liberal_democrats_liberals_vat,11
450,450_civil_servants_service_compensation,10
451,451_compliance_officer_ipsa_commissioner,10
452,452_opposition_naked_opportunism_choice,10
453,453_isa_singleton_unison_professional,10
454,454_theft_crime_shop_knives,10
455,455_dungeness_shingle_site_sites,10
456,456_marine_chagos_territory_zone,10
457,457_charity_accounting_charities_trustees,10
458,458_designation_orders_probabilities_terrorism,10
459,459_regulation_onein_outa_œone,10
460,460_oft_himput_reargue_bottomit,10
461,461_chancellor_cutter_bismarck_instinctive,10
462,462_barnett_scotland_formula_exchequer,10
463,463_aluminium_anglesey_industry_metals,10
464,464_choices_fence_shameful_albatross,10
465,465_firstso_processthey_vultures_write,10
466,466_lady_mischievously_forgive_respond,10
467,467_sport_elite_athlete_sporting,10
468,468_cadet_army_cadets_celebrate,10
